countryCode,countryName,undernourished,under5mortality,sanitationUrban,sanitationRural,lifeExpectancy,healthExpenditure,maternalMortality,LDC,undernourished2000,undernourished2001,undernourished2002,undernourished2003,undernourished2004,undernourished2005,undernourished2006,undernourished2007,undernourished2008,undernourished2009,undernourished2010,undernourished2011,undernourished2012,undernourished2013,undernourished2014,undernourished2015,undernourished2016,under5_1960,under5_1961,under5_1962,under5_1963,under5_1964,under5_1965,under5_1966,under5_1967,under5_1968,under5_1969,under5_1970,under5_1971,under5_1972,under5_1973,under5_1974,under5_1975,under5_1976,under5_1977,under5_1978,under5_1979,under5_1980,under5_1981,under5_1982,under5_1983,under5_1984,under5_1985,under5_1986,under5_1987,under5_1988,under5_1989,under5_1990,under5_1991,under5_1992,under5_1993,under5_1994,under5_1995,under5_1996,under5_1997,under5_1998,under5_1999,under5_2000,under5_2001,under5_2002,under5_2003,under5_2004,under5_2005,under5_2006,under5_2007,under5_2008,under5_2009,under5_2010,under5_2011,under5_2012,under5_2013,under5_2014,under5_2015,under5_2016,under5_2017,sanitationUrban2000,sanitationUrban2001,sanitationUrban2002,sanitationUrban2003,sanitationUrban2004,sanitationUrban2005,sanitationUrban2006,sanitationUrban2007,sanitationUrban2008,sanitationUrban2009,sanitationUrban2010,sanitationUrban2011,sanitationUrban2012,sanitationUrban2013,sanitationUrban2014,sanitationUrban2015,sanitationRural2000,sanitationRural2001,sanitationRural2002,sanitationRural2003,sanitationRural2004,sanitationRural2005,sanitationRural2006,sanitationRural2007,sanitationRural2008,sanitationRural2009,sanitationRural2010,sanitationRural2011,sanitationRural2012,sanitationRural2013,sanitationRural2014,sanitationRural2015,lifeExpectancy1960,lifeExpectancy1961,lifeExpectancy1962,lifeExpectancy1963,lifeExpectancy1964,lifeExpectancy1965,lifeExpectancy1966,lifeExpectancy1967,lifeExpectancy1968,lifeExpectancy1969,lifeExpectancy1970,lifeExpectancy1971,lifeExpectancy1972,lifeExpectancy1973,lifeExpectancy1974,lifeExpectancy1975,lifeExpectancy1976,lifeExpectancy1977,lifeExpectancy1978,lifeExpectancy1979,lifeExpectancy1980,lifeExpectancy1981,lifeExpectancy1982,lifeExpectancy1983,lifeExpectancy1984,lifeExpectancy1985,lifeExpectancy1986,lifeExpectancy1987,lifeExpectancy1988,lifeExpectancy1989,lifeExpectancy1990,lifeExpectancy1991,lifeExpectancy1992,lifeExpectancy1993,lifeExpectancy1994,lifeExpectancy1995,lifeExpectancy1996,lifeExpectancy1997,lifeExpectancy1998,lifeExpectancy1999,lifeExpectancy2000,lifeExpectancy2001,lifeExpectancy2002,lifeExpectancy2003,lifeExpectancy2004,lifeExpectancy2005,lifeExpectancy2006,lifeExpectancy2007,lifeExpectancy2008,lifeExpectancy2009,lifeExpectancy2010,lifeExpectancy2011,lifeExpectancy2012,lifeExpectancy2013,lifeExpectancy2014,lifeExpectancy2015,lifeExpectancy2016,healthExpenditure2000,healthExpenditure2001,healthExpenditure2002,healthExpenditure2003,healthExpenditure2004,healthExpenditure2005,healthExpenditure2006,healthExpenditure2007,healthExpenditure2008,healthExpenditure2009,healthExpenditure2010,healthExpenditure2011,healthExpenditure2012,healthExpenditure2013,healthExpenditure2014,healthExpenditure2015,maternal1990,maternal1991,maternal1992,maternal1993,maternal1994,maternal1995,maternal1996,maternal1997,maternal1998,maternal1999,maternal2000,maternal2001,maternal2002,maternal2003,maternal2004,maternal2005,maternal2006,maternal2007,maternal2008,maternal2009,maternal2010,maternal2011,maternal2012,maternal2013,maternal2014,maternal2015
ABW,Aruba,NA,NA,NA,NA,75.867,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.662,66.074,66.444,66.787,67.113,67.435,67.762,68.095,68.436,68.784,69.14,69.498,69.851,70.191,70.519,70.833,71.14,71.441,71.736,72.023,72.293,72.538,72.751,72.929,73.071,73.181,73.262,73.325,73.378,73.425,73.468,73.509,73.544,73.573,73.598,73.622,73.646,73.671,73.7,73.738,73.787,73.853,73.937,74.038,74.156,74.287,74.429,74.576,74.725,74.872,75.016,75.158,75.299,75.44,75.582,75.725,75.867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFG,Afghanistan,30.3,67.9,56.40470608,32.95999097,63.673,60.0888133,396,1,46.1,46.4,43.7,39.8,36.1,33.2,30.1,27,24.5,22.9,22.1,22.2,23.4,25.5,27.6,29.3,30.3,356.5,350.5,344.8,339.3,334.1,328.5,323,317.5,312.1,306.6,300.9,295.3,290,283.9,278.2,272.2,266.2,260.2,254.1,247.7,241.3,234.6,228.1,221.4,214.7,208,201.3,194.6,188,181.4,175.1,168.9,162.9,157.4,152.4,147.8,143.5,139.6,135.8,132.3,128.8,125.3,121.7,117.9,114.1,110.1,106.1,102,97.9,93.9,90,86.2,82.6,79.2,76,73.1,70.4,67.9,31.30025565,31.30025565,33.09343068,34.88660571,36.67978074,38.47295577,40.26613081,42.05930584,43.85248087,45.6456559,47.43883093,49.23200596,51.02518099,52.81835602,54.61153105,56.40470608,21.89740758,21.89740758,22.68759211,23.47777664,24.26796117,25.0581457,25.84833022,26.63851475,27.42869928,28.21888381,29.00906833,29.79925286,30.58943739,31.37962192,32.16980645,32.95999097,32.292,32.742,33.185,33.624,34.06,34.495,34.928,35.361,35.796,36.234,36.678,37.128,37.587,38.056,38.54,39.039,39.556,40.092,40.65,41.234,41.853,42.513,43.217,43.963,44.747,45.566,46.417,47.288,48.164,49.028,49.856,50.627,51.331,51.968,52.539,53.055,53.533,53.997,54.468,54.959,55.482,56.044,56.637,57.25,57.875,58.5,59.11,59.694,60.243,60.754,61.226,61.666,62.086,62.494,62.895,63.288,63.673,NA,NA,16.24954214,17.49073742,20.92708722,24.44651183,28.41666243,31.84018306,38.70049248,42.30451021,45.5877498,51.5532587,52.21850635,55.96754976,60.11276091,60.0888133,1340,1330,1330,1320,1300,1270,1240,1200,1160,1130,1100,1050,996,941,881,821,776,724,676,631,584,536,496,459,425,396
AGO,Angola,23.9,81.1,62.34786216,21.38550412,61.547,108.5595355,477,1,71.5,68.9,65.3,61.3,57.8,54.8,51.8,48.6,45.4,42.5,40.4,38.2,35.1,30.8,27,24.8,23.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,235.6,233,230.8,228.6,226.9,225.5,224.7,224.1,223.8,223.5,223.5,223.6,223.7,223.8,223.5,222.7,221.3,218.9,215.6,211.4,206.3,200.3,193.4,185.7,177,167.8,158.2,148.7,139.3,130,121.3,113.2,105.8,99.2,93.6,88.9,84.6,81.1,47.5144549,48.50334872,49.49224253,50.48113635,51.47003017,52.45892399,53.4478178,54.43671162,55.42560544,56.41449926,57.40339308,58.39228689,59.38118071,60.37007453,61.35896835,62.34786216,7.531021585,8.454653754,9.378285923,10.30191809,11.22555026,12.14918243,13.0728146,13.99644677,14.92007894,15.84371111,16.76734328,17.69097545,18.61460762,19.53823978,20.46187195,21.38550412,33.251,33.573,33.914,34.272,34.645,35.031,35.426,35.828,36.234,36.64,37.047,37.46,37.878,38.297,38.712,39.11,39.478,39.81,40.099,40.344,40.546,40.71,40.848,40.97,41.085,41.193,41.292,41.382,41.471,41.572,41.696,41.855,42.06,42.329,42.677,43.125,43.695,44.385,45.192,46.105,47.113,48.2,49.341,50.508,51.676,52.833,53.974,55.096,56.189,57.231,58.192,59.042,59.77,60.373,60.858,61.241,61.547,13.90328266,27.31459434,30.16549994,36.66608237,52.13793881,57.42752626,74.26698242,92.59170959,135.3760686,120.0043941,96.7489729,122.2268767,122.4809396,143.78773,131.8420075,108.5595355,1160,1160,1180,1180,1180,1150,1120,1070,1030,981,924,878,831,789,749,705,668,640,606,581,561,546,526,509,493,477
ALB,Albania,5.5,8.8,98.28801438,96.88553266,78.345,265.9032358,29,0,7.2,7.8,8.7,9.7,10.6,10.9,10.8,10.3,9.5,8.4,7.4,6.6,6,5.7,5.5,5.5,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,87.2,80.1,73.6,67.9,62.7,58.2,54,50.4,47.2,44.5,42.2,40.1,38.4,36.8,35.4,33.9,32.4,30.9,29.3,27.7,26.1,24.5,22.9,21.4,19.9,18.5,17.2,16,14.8,13.8,12.8,12,11.3,10.7,10.1,9.7,9.4,9.1,8.8,97.00085429,97.09843367,97.19601306,97.29359245,97.39117183,97.48875122,97.5863306,97.68390999,97.78148937,97.87906876,97.97664814,98.07422753,98.17180692,98.20862743,98.28801438,98.28801438,82.11326897,83.1968688,84.28046864,85.36406848,86.44766831,87.53126815,88.61486799,89.69846782,90.78206766,91.8656675,92.94926733,94.03286717,95.116467,96.20006684,96.88553266,96.88553266,62.279,63.298,64.187,64.911,65.461,65.848,66.108,66.302,66.485,66.687,66.933,67.235,67.58,67.951,68.341,68.734,69.108,69.447,69.741,69.99,70.207,70.416,70.635,70.876,71.134,71.388,71.605,71.76,71.843,71.86,71.836,71.803,71.802,71.86,71.992,72.205,72.495,72.838,73.208,73.588,73.955,74.286,74.575,74.82,75.028,75.217,75.418,75.656,75.943,76.281,76.652,77.031,77.389,77.702,77.963,78.174,78.345,75.53148121,81.9464362,89.85833929,113.5839377,151.9804471,165.8654387,172.7955574,216.4131204,240.3826174,207.4278117,204.2131372,248.1725872,247.2666907,277.668927,314.8626291,265.9032358,71,69,65,63,49,53,50,51,46,42,43,40,37,35,31,30,29,30,30,30,30,30,30,29,29,29
AND,Andorra,NA,3.3,100,100,NA,4315.698309,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.7,11,10.3,9.7,9.1,8.5,8,7.5,7.1,6.7,6.3,6,5.7,5.4,5.2,5,4.8,4.7,4.5,4.4,4.3,4.2,4.2,4.1,4,3.9,3.9,3.8,3.7,3.6,3.5,3.4,3.3,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2050.647532,2081.275405,2332.15183,3008.326088,3539.696703,4036.767103,4249.240315,4764.921613,4985.571324,4721.917605,4595.714195,4860.494964,4641.601703,5751.403028,5088.212878,4315.698309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARE,UAE,2.5,9.1,99.98150925,99.95170966,77.256,1401.974477,6,0,2.5,2.5,2.5,2.6,3.2,4.1,4.9,5.6,6,6,5.9,5.6,5.1,4.5,3.9,3.1,2.5,199.9,190.4,180.6,170.6,160.4,149.9,139.2,128.7,118.3,108.1,98.4,89.3,80.8,73,66,59.7,53.9,48.6,43.7,39.4,35.5,32.1,29.2,26.8,24.7,22.9,21.3,19.9,18.7,17.6,16.6,15.8,15,14.3,13.7,13.2,12.7,12.3,11.9,11.6,11.2,10.9,10.6,10.3,10,9.7,9.4,9.1,8.8,8.6,8.4,8.3,8.2,8.3,8.5,8.7,9,9.1,99.98150925,99.98150925,99.98150925,99.98150925,99.98150925,99.98150925,99.98150925,99.98150925,99.98150925,99.98150925,99.98150925,99.98150925,99.98150925,99.98150925,99.98150925,99.98150925,99.95170966,99.95170966,99.95170966,99.95170966,99.95170966,99.95170966,99.95170966,99.95170966,99.95170966,99.95170966,99.95170966,99.95170966,99.95170966,99.95170966,99.95170966,99.95170966,52.265,53.312,54.349,55.375,56.385,57.374,58.33,59.248,60.12,60.945,61.721,62.451,63.143,63.802,64.433,65.037,65.617,66.171,66.701,67.209,67.696,68.163,68.611,69.04,69.452,69.845,70.219,70.575,70.913,71.234,71.541,71.837,72.122,72.401,72.674,72.943,73.21,73.473,73.732,73.987,74.239,74.487,74.73,74.968,75.2,75.422,75.632,75.828,76.012,76.183,76.344,76.498,76.648,76.798,76.948,77.101,77.256,781.8166914,771.6834882,850.9515259,879.3939344,890.3036995,915.0837678,985.3294997,1094.849669,1340.038707,1339.437497,1359.02545,1483.969557,1441.551031,1556.310909,1613.37514,1401.974477,17,16,15,14,13,12,11,10,9,9,8,8,7,7,6,6,6,6,6,6,6,6,6,6,6,6
ARG,Argentina,3.8,10.4,94.95441719,93.56593702,76.577,997.9313753,52,0,3.5,4.1,4.9,5.3,5.2,4.7,4.4,4.2,4.1,4.1,4,3.9,3.7,3.5,3.4,3.6,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.1,72.3,71.5,70.3,68.8,66.6,63.9,60.4,56.2,51.7,47.4,43.5,40.1,37.2,34.7,32.7,31.1,29.9,29.3,29.1,29,28.8,28.3,27.6,26.5,25.5,24.4,23.4,22.4,21.5,20.6,19.8,19,18.3,17.6,17,16.5,16.1,15.7,15.4,15,14.5,13.9,13.3,12.7,12,11.4,10.9,10.4,94.54072016,94.58798402,94.63524789,94.68251175,94.72977561,94.77703948,94.82430334,94.8715672,94.91883107,94.95024163,94.95093926,94.95163621,94.95233248,94.95302806,94.95372297,94.95441719,96.7103149,96.44828341,96.18625192,95.92422043,95.66218894,95.40015745,95.13812596,94.87609447,94.61406298,94.35203149,94.09,93.82796851,93.56593702,93.56593702,93.56593702,93.56593702,65.022,65.141,65.233,65.311,65.388,65.481,65.603,65.76,65.953,66.184,66.449,66.74,67.044,67.349,67.652,67.95,68.248,68.549,68.856,69.164,69.464,69.746,70.003,70.234,70.438,70.623,70.797,70.971,71.155,71.352,71.565,71.79,72.023,72.256,72.489,72.719,72.947,73.173,73.397,73.618,73.832,74.039,74.236,74.424,74.603,74.775,74.941,75.105,75.268,75.431,75.595,75.761,75.926,76.089,76.252,76.415,76.577,418.3976917,403.0142148,137.9142598,217.9780071,250.7251014,326.5822431,380.1026845,465.1518846,567.3280104,576.8111814,698.6034956,806.8599495,864.5053541,920.8128795,845.0546874,997.9313753,72,71,69,65,64,63,63,64,61,62,60,61,60,61,59,58,57,58,57,62,58,56,55,54,54,52
ARM,Armenia,4.3,12.6,96.47675433,83.36563455,74.618,366.0492478,25,0,23.8,23.5,20.7,15.6,10.9,7.8,6.1,5.4,5,5.3,5.5,5.6,5.1,4.6,4.3,4.3,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,84.4,81.1,77.9,74.9,71.9,69.1,66.4,63.9,61.4,59,56.6,81.9,51.9,49.6,47.3,45,42.8,40.6,38.6,36.7,34.9,33.2,31.6,30,28.5,27.1,25.8,24.5,23.3,22.1,21,20,19,18,17.1,16.3,15.5,14.7,14,13.3,12.6,95.1732753,95.2601739,95.3470725,95.4339711,95.52086971,95.60776831,95.69466691,95.78156551,95.86846412,95.95536272,96.04226132,96.12915992,96.21605853,96.30295713,96.38985573,96.47675433,81.55013515,81.67116844,81.79220174,81.91323503,82.03426832,82.15530162,82.27633491,82.3973682,82.5184015,82.63943479,82.76046808,82.88150138,83.00253467,83.12356796,83.24460126,83.36563455,65.971,66.402,66.837,67.276,67.715,68.152,68.587,69.015,69.425,69.808,70.143,70.411,70.604,70.723,70.774,70.783,70.783,70.798,70.838,70.897,70.938,70.91,70.776,70.519,70.15,69.698,69.205,68.732,68.332,68.038,67.879,67.87,67.99,68.218,68.538,68.938,69.404,69.912,70.434,70.944,71.409,71.8,72.112,72.347,72.512,72.625,72.715,72.815,72.946,73.119,73.331,73.571,73.814,74.044,74.255,74.445,74.618,40.51081708,45.38831225,44.57370229,52.18970268,98.0726002,115.6364484,120.5991525,170.9126377,174.305846,140.3821745,169.421455,133.2231376,247.3189262,317.8587381,281.2887287,366.0492478,58,48,55,57,50,50,51,46,46,40,40,39,45,43,41,40,40,35,39,36,33,31,30,28,26,25
ATG,Antigua & Barbuda,NA,7.4,NA,NA,76.364,657.1726896,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.5,33.4,31.5,29.6,27.9,26.3,24.7,23.3,22,20.7,19.5,18.4,17.4,16.5,15.6,14.9,14.2,13.6,13,12.5,12,11.5,11.1,10.7,10.3,9.8,9.5,9.1,8.7,8.3,8,7.7,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.115,62.555,62.979,63.385,63.774,64.148,64.51,64.864,65.212,65.557,65.897,66.232,66.558,66.875,67.181,67.479,67.768,68.051,68.328,68.602,68.873,69.141,69.408,69.671,69.931,70.187,70.435,70.675,70.907,71.132,71.351,71.567,71.783,71.999,72.218,72.44,72.663,72.887,73.108,73.327,73.541,73.752,73.957,74.158,74.354,74.544,74.727,74.905,75.078,75.247,75.412,75.574,75.733,75.892,76.05,76.207,76.364,381.0759458,409.3115771,406.6559099,433.3616777,424.4342816,489.8871327,544.8855442,597.0908828,676.5716605,617.8466252,672.8001332,683.5599991,640.2096236,655.5258041,731.5028173,657.1726896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AUS,Australia,2.5,3.5,NA,NA,82.5,4934.047418,6,0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,24.9,24.3,23.7,23.2,22.7,22.4,22.1,22,21.9,21.7,21.5,21,20.3,19.4,18.4,17.3,16.2,15.2,14.4,13.6,13,12.6,12.2,11.9,11.6,11.3,11,10.6,10.2,9.7,9.2,8.7,8.2,7.7,7.3,7,6.8,6.6,6.4,6.3,6.2,6.1,6,5.9,5.8,5.7,5.6,5.4,5.2,5,4.8,4.6,4.3,4.2,4,3.8,3.7,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.81707317,70.97317073,70.94243902,70.91170732,70.88097561,70.8502439,70.8195122,70.86926829,70.91902439,70.96878049,71.01853659,71.06829268,71.45756098,71.84682927,72.23609756,72.62536585,73.01463415,73.34439024,73.67414634,74.00390244,74.33365854,74.66341463,74.90487805,75.14634146,75.38780488,75.62926829,75.87073171,76.15170732,76.43268293,76.71365854,76.99463415,77.27560976,77.37804878,77.87804878,77.87804878,77.82926829,78.07804878,78.4804878,78.63170732,78.93170732,79.23414634,79.63414634,79.93658537,80.23902439,80.4902439,80.84146341,81.04146341,81.29268293,81.39512195,81.54390244,81.69512195,81.89512195,82.04634146,82.14878049,82.3,82.4,82.5,1632.420025,1558.16965,1763.753179,2240.97772,2757.597161,3004.103,3177.485519,3794.238045,4088.804277,3997.509689,4952.776147,5876.878483,6047.020069,5838.389894,5637.559721,4934.047418,8,8,8,8,8,8,8,9,8,9,9,8,8,8,7,7,7,7,7,7,6,7,6,6,6,6
